ID;Type of Car;Visits to Website;Visits to Dealer;HH Rank;Age;Income;Net Worth;Credit Lines;Education;Num Kids;Years in Home;Num People;Home Value
13024;Basic Sedan;1;0;1;38;15;9;2;2;1;15;3;13
13106;Pickup Truck;1;0;1;68;14;7;2;2;0;15;2;8
13112;Basic Sedan;1;0;1;62;14;7;5;3;0;10;1;4
13153;Luxury Sedan;1;0;1;59;17;9;2;3;1;15;5;15
13176;Basic Sedan;1;0;1;73;2;1;2;1;0;15;1;4
13240;Basic Sedan;0;1;1;56;12;7;1;2;1;13;4;12
13323;Luxury Sedan;0;0;1;59;17;7;3;1;1;15;3;12
13329;Luxury Sedan;0;0;1;67;15;8;4;1;3;15;4;9
13343;Basic Sedan;0;0;1;58;15;6;2;3;2;1;3;12
13363;Luxury Sedan;1;0;1;77;16;8;1;3;1;15;6;17
13412;SUV;1;0;1;41;14;7;2;1;6;15;2;9
13439;SUV;1;0;1;40;15;7;1;1;3;13;2;10
13518;Luxury Sedan;1;0;1;54;14;8;3;2;1;15;4;13
13541;Luxury Sedan;1;0;1;65;13;8;2;3;0;15;1;7
13546;Pickup Truck;1;0;1;47;15;7;2;1;1;12;3;9
13552;Basic Sedan;1;0;1;70;14;6;1;2;2;15;3;6
13623;Basic Sedan;0;0;2;50;2;7;2;1;2;15;6;4
13650;SUV;1;0;1;53;17;9;1;2;5;15;2;14
13679;Luxury Sedan;1;0;1;69;17;9;2;2;1;14;2;18
13697;SUV;1;0;1;45;16;8;4;2;4;14;1;13
13784;SUV;0;0;1;50;18;8;4;3;5;13;2;13
13808;Basic Sedan;1;0;1;73;8;7;1;3;2;10;4;8
13827;SUV;0;0;1;40;15;4;1;1;4;10;1;6
13844;Luxury Sedan;0;0;1;63;19;9;2;3;1;4;4;18
13854;SUV;1;0;1;54;11;5;4;2;4;15;5;9
13925;Luxury Sedan;0;0;1;66;15;9;1;2;1;15;3;14
13986;Luxury Sedan;1;0;1;69;15;8;3;1;0;15;3;11
13988;SUV;1;0;1;52;17;8;1;1;6;15;3;13
14007;Luxury Sedan;1;0;1;73;14;8;1;1;1;10;2;8
14051;Luxury Sedan;1;0;1;67;14;9;2;2;2;12;3;15
14077;Pickup Truck;1;0;1;58;15;9;1;1;4;15;4;10
14079;Luxury Sedan;1;0;1;59;15;8;1;3;1;15;4;14
14271;Basic Sedan;1;0;1;76;13;7;2;2;0;15;2;8
14280;Luxury Sedan;0;0;1;69;15;9;2;3;1;13;3;16
14338;Pickup Truck;1;0;1;69;3;5;2;1;3;15;3;2
14342;Pickup Truck;1;0;1;62;17;7;1;2;0;1;1;8
14500;Basic Sedan;1;0;2;59;13;6;1;3;1;3;3;4
14518;Luxury Sedan;1;0;1;76;15;9;2;4;0;15;2;13
14560;Basic Sedan;0;0;1;78;10;6;3;3;0;14;2;8
14573;Basic Sedan;0;0;1;63;15;7;3;2;1;15;2;14
14604;SUV;1;0;1;54;15;6;5;2;4;15;2;9
14624;Basic Sedan;0;0;1;58;15;7;1;2;1;15;1;8
14665;SUV;0;2;1;51;16;8;1;2;5;15;2;12
14740;Basic Sedan;1;0;1;69;12;6;6;1;1;15;4;5
14745;SUV;1;0;1;50;18;8;1;2;3;15;4;14
14750;SUV;1;0;1;55;16;5;1;2;1;15;3;6
14794;SUV;1;0;1;45;19;9;2;3;3;11;1;17
14903;Luxury Sedan;0;0;1;78;15;9;1;2;1;15;3;16
14909;Luxury Sedan;1;0;1;55;14;8;6;4;1;15;3;11
14923;Luxury Sedan;1;0;1;70;19;9;6;3;0;15;3;16
14955;Basic Sedan;1;0;1;78;9;6;3;2;0;10;3;4
14959;Luxury Sedan;1;0;1;74;10;8;3;1;0;2;2;10
14964;Luxury Sedan;1;1;1;64;19;9;1;1;2;15;4;15
14970;Luxury Sedan;1;0;1;55;19;9;3;3;4;2;4;17
15045;SUV;1;0;1;49;19;9;3;2;3;10;2;19
15069;SUV;0;0;1;44;14;4;1;1;6;10;1;5
15093;Luxury Sedan;1;0;1;58;18;9;3;2;3;15;3;17
15114;Luxury Sedan;1;0;1;61;15;9;1;1;2;15;6;16
15126;Luxury Sedan;1;2;1;79;14;9;5;1;0;15;1;17
15128;Luxury Sedan;0;0;1;57;17;8;4;3;2;11;2;14
15147;Luxury Sedan;1;0;1;80;14;9;1;3;0;15;4;14
15286;Luxury Sedan;1;0;1;72;16;9;1;3;0;12;2;13
15306;Luxury Sedan;1;0;1;65;19;9;4;2;4;15;4;16
15340;Luxury Sedan;1;0;1;65;15;8;1;2;0;13;2;10
15371;SUV;1;0;1;51;18;9;3;2;3;3;1;17
15416;Luxury Sedan;0;0;1;70;19;9;2;1;0;9;3;18
15483;Luxury Sedan;0;0;1;54;19;9;3;3;2;8;1;17
15491;Luxury Sedan;0;0;1;61;15;9;4;2;1;15;3;17
15500;SUV;1;0;1;52;18;7;2;3;3;15;2;12
15514;Luxury Sedan;1;0;1;75;16;9;3;2;0;15;2;16
15540;SUV;1;0;1;51;19;9;1;1;3;13;3;16
15609;Luxury Sedan;1;0;1;62;18;9;5;3;0;9;2;15
15676;Luxury Sedan;1;0;1;68;14;8;3;2;1;13;3;8
15742;Pickup Truck;1;0;1;64;14;3;1;2;2;13;2;7
15847;SUV;1;0;1;46;15;7;9;1;4;15;2;6
15867;Luxury Sedan;1;0;1;80;15;8;1;1;1;10;3;9
15895;SUV;1;0;1;51;14;7;2;1;3;15;4;6
15901;Luxury Sedan;0;0;1;61;14;9;2;1;2;15;3;16
15975;Luxury Sedan;1;0;1;59;14;4;1;1;4;15;3;5
16141;SUV;0;0;1;54;17;8;2;3;4;10;2;9
16178;Pickup Truck;1;0;1;67;12;7;1;2;1;15;1;15
16264;SUV;0;0;1;38;15;9;5;2;4;15;2;13
16292;Basic Sedan;1;0;1;70;10;6;1;1;0;9;2;6
16315;Luxury Sedan;1;0;1;62;19;9;5;2;2;15;4;17
16352;Luxury Sedan;1;0;1;71;18;9;4;2;0;15;2;17
16411;Luxury Sedan;1;0;1;78;15;9;1;2;0;15;2;7
16421;Luxury Sedan;0;0;1;78;17;9;2;3;0;15;3;16
16537;Basic Sedan;0;0;1;65;13;4;1;2;4;9;4;8
16552;Basic Sedan;1;0;1;69;12;8;2;2;4;7;2;13
16577;Basic Sedan;0;0;1;85;8;5;3;2;1;15;2;4
16578;Luxury Sedan;1;0;1;69;17;9;9;1;0;15;2;16
16588;Luxury Sedan;1;0;1;71;18;8;5;2;0;6;3;12
16609;Basic Sedan;0;0;1;58;13;5;2;1;1;15;2;3
16633;Basic Sedan;1;0;1;55;18;9;1;3;3;15;2;17
16646;Luxury Sedan;0;0;1;51;15;8;2;2;1;13;2;15
16654;Pickup Truck;1;0;1;34;7;8;1;2;0;15;4;16
16686;Pickup Truck;1;0;1;67;10;7;3;1;1;10;2;7
16704;Basic Sedan;1;0;1;63;11;4;1;2;2;15;6;7
16713;Luxury Sedan;1;0;1;55;14;7;1;1;2;15;4;3
16735;Luxury Sedan;1;0;1;68;14;9;8;2;1;15;1;14
16760;Luxury Sedan;1;0;1;45;19;9;1;2;2;2;2;19
16828;Basic Sedan;1;0;1;67;16;6;1;1;1;5;4;6
16866;SUV;1;0;1;53;15;9;4;1;3;9;1;7
16883;Luxury Sedan;0;0;1;63;15;8;1;1;1;15;4;15
16932;SUV;0;0;1;50;19;9;1;2;4;10;2;17
16944;Basic Sedan;1;0;1;63;2;6;2;3;2;15;3;4
16990;Luxury Sedan;1;0;1;78;17;9;1;3;1;9;3;18
17010;Pickup Truck;1;0;1;53;15;7;9;1;1;2;3;13
17017;Luxury Sedan;0;0;1;65;19;8;2;2;0;15;3;18
17019;SUV;0;0;1;43;8;7;1;2;4;10;3;7
17092;Luxury Sedan;0;0;1;57;18;9;3;3;2;15;3;13
17116;Basic Sedan;1;0;1;77;9;4;5;1;0;15;2;7
17125;Luxury Sedan;0;0;1;67;3;8;1;1;1;15;2;3
17162;Pickup Truck;0;0;1;72;13;7;9;2;3;9;3;8
17170;SUV;0;0;1;75;6;2;1;3;3;15;2;4
17184;Basic Sedan;1;0;1;74;14;7;6;1;0;15;2;9
17230;SUV;1;0;1;43;15;5;1;2;5;11;2;7
17238;Luxury Sedan;1;5;1;72;19;9;5;2;0;15;2;16
17291;Luxury Sedan;1;0;1;72;18;9;1;2;0;11;2;16
17342;Pickup Truck;1;3;2;53;14;7;1;2;2;14;2;11
17381;Luxury Sedan;1;0;1;79;15;8;1;3;0;15;2;8
17434;Luxury Sedan;1;0;1;64;15;8;1;1;2;12;3;13
17446;Pickup Truck;0;0;1;69;6;6;1;2;4;8;3;3
17478;Basic Sedan;0;0;1;61;5;5;4;1;1;15;3;5
17543;Basic Sedan;1;0;1;60;14;7;6;2;1;1;2;7
17583;Luxury Sedan;0;0;1;50;15;7;3;1;2;14;4;11
17635;SUV;0;0;1;48;14;4;4;1;3;13;5;8
17738;Basic Sedan;1;0;1;57;10;5;1;1;1;14;2;4
17837;SUV;1;0;1;49;19;8;4;2;4;2;3;14
17868;Basic Sedan;1;0;1;56;14;9;4;2;4;15;3;7
17874;Luxury Sedan;0;0;2;61;15;6;1;1;1;15;5;6
18015;Luxury Sedan;1;0;1;78;15;7;2;3;2;15;5;14
18076;Basic Sedan;0;0;1;62;15;7;1;2;1;15;2;9
18224;Luxury Sedan;0;0;1;59;15;8;1;2;1;15;2;19
18225;SUV;0;0;1;45;15;8;1;1;5;15;3;16
18281;SUV;1;0;1;54;17;8;4;1;5;15;3;9
18351;Luxury Sedan;1;0;1;57;15;7;1;2;3;15;5;5
18354;Luxury Sedan;1;1;1;48;4;1;1;2;7;9;3;2
18374;Pickup Truck;0;0;1;60;15;9;3;2;3;15;4;16
18381;SUV;1;0;1;47;15;7;2;2;4;15;2;7
18384;Basic Sedan;0;0;1;43;4;3;1;1;4;15;1;3
18387;Pickup Truck;1;0;1;37;15;4;4;1;1;8;2;5
18405;Luxury Sedan;1;0;2;71;14;7;2;2;0;15;4;8
18416;Luxury Sedan;1;0;1;75;14;8;1;2;1;13;2;14
18423;Luxury Sedan;1;0;1;76;17;9;1;3;0;15;2;17
18428;Basic Sedan;1;0;1;70;14;7;3;2;0;13;3;6
18480;Basic Sedan;0;0;1;56;12;6;3;1;4;15;4;6
18491;Basic Sedan;1;0;1;71;14;7;1;1;1;15;3;6
18607;Basic Sedan;0;0;1;56;12;3;1;1;2;15;3;4
18611;Luxury Sedan;1;0;1;59;19;8;3;3;2;15;3;14
18861;Luxury Sedan;1;0;1;70;14;2;6;1;1;15;3;6
18881;SUV;1;0;1;54;17;8;2;2;3;12;5;12
18973;Basic Sedan;0;0;1;39;13;4;1;2;2;15;3;4
19002;Luxury Sedan;0;0;1;69;15;7;1;2;6;15;3;8
19003;SUV;1;0;1;39;14;7;4;1;3;15;2;7
19014;Luxury Sedan;1;2;1;44;13;7;1;1;0;13;2;10
19037;Luxury Sedan;1;0;1;68;15;9;1;1;1;15;2;14
19071;Luxury Sedan;1;0;1;92;14;8;1;1;0;15;2;8
19078;SUV;1;0;1;46;16;8;1;2;6;14;2;13
19095;Basic Sedan;1;0;1;66;7;2;2;1;1;15;5;3
19108;Basic Sedan;1;0;1;49;15;7;1;3;2;12;2;6
19133;Basic Sedan;1;0;1;64;14;7;4;1;1;15;3;7
19214;Luxury Sedan;0;0;1;73;15;9;3;3;1;15;3;14
19238;Luxury Sedan;1;0;1;76;14;8;1;2;0;11;2;7
19261;Luxury Sedan;1;0;1;61;14;8;3;3;2;15;4;12
19333;Basic Sedan;1;0;1;47;15;7;9;1;2;15;3;8
19353;Luxury Sedan;1;2;1;69;17;9;2;2;0;15;2;16
19396;Luxury Sedan;0;0;1;77;15;9;1;3;0;12;2;13
19441;Basic Sedan;1;0;1;66;14;4;3;1;4;15;3;5
19443;Luxury Sedan;0;0;1;63;16;9;1;2;3;15;5;15
19504;Luxury Sedan;1;0;1;70;17;9;1;2;0;15;2;14
19518;Luxury Sedan;1;0;1;56;15;8;2;2;3;15;3;8
19524;Basic Sedan;1;2;1;70;13;7;4;3;0;8;2;6
19533;Luxury Sedan;1;0;1;71;17;9;2;2;2;15;3;13
19549;Luxury Sedan;0;0;1;64;17;9;1;3;2;15;4;11
19606;Pickup Truck;1;0;1;46;15;7;1;1;2;15;2;10
19695;Luxury Sedan;1;0;1;60;18;9;5;3;0;15;4;12
19754;Luxury Sedan;1;0;1;72;13;8;1;2;0;15;1;5
19782;Luxury Sedan;0;0;1;32;17;7;1;1;1;6;2;8
19844;Luxury Sedan;0;0;1;78;13;8;3;1;0;15;2;3
19952;Basic Sedan;1;0;1;69;11;4;1;2;0;15;2;4
20007;Luxury Sedan;1;0;1;60;19;9;1;3;1;15;2;17
20062;Pickup Truck;1;0;1;66;9;2;1;1;4;15;6;5
20076;Luxury Sedan;1;0;1;60;15;8;1;2;1;15;2;7
20149;Basic Sedan;1;0;1;57;19;9;1;3;4;1;2;17
20189;SUV;1;0;1;41;13;6;9;2;3;12;1;10
20263;Basic Sedan;1;0;1;53;7;5;2;2;0;7;2;3
20284;SUV;1;0;1;51;15;6;2;1;5;15;2;6
20289;SUV;0;0;1;49;15;5;1;1;4;14;2;6
20297;Basic Sedan;1;2;1;73;10;7;1;1;0;15;2;5
20340;Luxury Sedan;1;0;1;77;15;9;3;2;0;1;2;16
20419;Basic Sedan;1;0;1;65;8;1;2;3;1;15;3;4
20464;Luxury Sedan;1;0;1;76;17;9;2;2;0;15;2;16
20500;Basic Sedan;0;0;1;63;15;7;1;2;0;15;2;4
20501;Basic Sedan;1;0;1;70;13;7;1;2;2;15;3;12
20549;Luxury Sedan;0;0;1;70;16;9;8;3;2;15;4;18
20573;Luxury Sedan;1;0;1;60;19;9;3;3;0;15;4;17
20636;Basic Sedan;1;0;1;71;14;7;2;1;1;9;3;7
20710;Luxury Sedan;1;1;1;66;18;9;1;1;1;15;3;17
20746;Pickup Truck;1;0;1;64;11;5;9;1;3;10;2;1
20750;SUV;1;0;1;73;14;7;4;1;0;15;3;6
20807;Basic Sedan;1;0;2;55;10;7;1;3;1;14;3;6
20826;Luxury Sedan;1;0;1;59;17;7;4;1;3;15;3;9
20845;SUV;1;0;1;58;18;9;1;2;5;10;3;13
20852;Basic Sedan;1;0;1;36;19;9;1;1;2;4;2;14
20931;Basic Sedan;1;0;1;45;11;7;1;2;2;15;3;6
20937;Basic Sedan;1;0;1;47;11;4;1;1;2;15;2;5
20967;Pickup Truck;0;0;1;74;11;6;3;1;0;7;1;9
20974;Basic Sedan;1;0;1;48;6;5;3;4;1;15;2;4
20990;Luxury Sedan;1;0;1;64;15;9;1;2;0;10;3;16
20992;Basic Sedan;1;0;1;42;17;7;1;2;1;13;2;13
21004;Basic Sedan;1;0;1;79;8;2;3;2;1;15;6;4
21083;SUV;1;0;1;49;14;7;1;1;4;3;2;7
21115;SUV;1;0;1;52;15;7;1;2;2;15;2;9
21175;SUV;1;0;1;59;14;6;2;1;3;15;2;7
21223;Basic Sedan;1;0;1;43;15;7;1;1;2;4;2;12
21277;Luxury Sedan;0;0;1;64;14;9;4;1;1;15;4;11
21313;Basic Sedan;1;0;1;60;15;7;3;1;0;15;2;9
21342;Basic Sedan;1;0;1;43;1;4;1;1;1;11;2;1
21343;Luxury Sedan;1;0;1;88;13;9;4;3;0;12;2;13
21359;Basic Sedan;1;0;1;65;3;4;1;1;0;9;4;6
21387;Luxury Sedan;1;0;1;71;16;9;1;2;2;15;3;15
21416;Luxury Sedan;1;0;1;78;13;8;2;2;0;15;2;7
21559;Luxury Sedan;1;0;1;69;15;8;1;2;1;14;5;7
21560;Basic Sedan;0;0;1;64;12;3;2;2;0;15;2;3
21594;Luxury Sedan;1;0;1;66;19;9;1;1;4;10;3;3
21600;Luxury Sedan;1;0;1;79;13;9;9;2;0;15;3;7
21613;Basic Sedan;1;0;1;70;13;2;2;2;0;2;2;9
21628;Basic Sedan;0;0;1;73;13;5;2;1;0;15;2;1
21659;Luxury Sedan;0;0;1;60;15;9;1;3;0;15;3;13
21679;Luxury Sedan;1;0;1;61;19;9;6;1;1;8;2;18
21782;Pickup Truck;1;0;1;55;15;8;1;2;6;9;2;12
21783;Luxury Sedan;1;0;1;63;12;2;1;1;4;12;2;5
21903;Luxury Sedan;1;0;1;69;17;8;1;3;0;15;2;13
21955;Luxury Sedan;1;0;1;56;15;8;2;1;2;10;1;15
21961;Luxury Sedan;1;0;1;75;15;9;1;1;0;15;3;8
21970;SUV;0;0;1;64;4;2;1;1;4;15;2;5
21982;Luxury Sedan;1;0;2;60;15;9;3;1;1;15;4;14
21989;Luxury Sedan;0;0;1;60;17;8;1;1;2;15;6;12
21992;Basic Sedan;1;0;1;62;14;4;1;1;1;15;3;5
21995;SUV;1;0;1;70;16;9;2;2;3;10;4;15
22022;Pickup Truck;1;0;1;56;14;5;2;1;1;15;3;5
22045;SUV;1;0;1;54;14;6;1;2;0;15;5;5
22078;Basic Sedan;1;0;1;67;7;4;1;1;2;15;3;3
22089;SUV;1;0;1;49;14;7;1;1;6;15;2;8
22116;Basic Sedan;1;0;1;55;15;9;1;2;5;15;3;14
22132;Basic Sedan;1;0;1;80;13;6;1;1;1;15;4;6
22148;Basic Sedan;0;0;1;59;16;7;2;1;1;15;2;9
22231;Basic Sedan;1;0;1;60;17;9;1;1;3;2;2;15
22235;SUV;1;0;1;49;15;7;3;2;5;9;2;12
22270;Basic Sedan;0;0;1;44;3;1;2;2;1;15;1;2
22287;SUV;1;0;1;47;15;8;2;3;3;12;2;8
22336;Luxury Sedan;1;0;1;73;19;9;3;3;0;9;2;17
22370;Luxury Sedan;1;0;1;52;14;8;2;2;0;15;5;8
22429;Basic Sedan;1;0;1;52;13;7;1;1;2;11;1;15
22473;Basic Sedan;1;0;1;77;10;6;1;1;1;9;3;6
22518;Luxury Sedan;1;0;1;66;14;7;1;1;2;11;4;9
22531;Basic Sedan;1;0;1;66;4;3;3;3;1;15;2;3
22535;SUV;1;0;1;55;14;2;2;2;2;6;2;7
22567;SUV;0;2;1;52;19;9;4;2;5;8;3;15
22628;Basic Sedan;0;0;1;71;2;7;5;1;0;15;1;6
22636;SUV;1;0;1;39;13;4;1;2;5;13;2;5
22639;Basic Sedan;1;0;1;64;9;2;1;1;4;15;3;5
22663;SUV;1;0;1;50;15;7;1;3;6;15;2;12
22668;Basic Sedan;0;0;1;70;14;8;1;4;4;15;4;11
22722;Luxury Sedan;0;0;1;69;14;8;1;2;1;15;5;10
22753;Luxury Sedan;0;0;1;76;19;9;1;2;0;15;2;13
22778;Luxury Sedan;0;0;1;52;19;9;1;3;1;7;2;18
22794;Luxury Sedan;1;0;1;55;5;2;1;1;6;15;2;3
22810;SUV;1;0;1;58;10;3;4;1;3;15;3;1
22904;SUV;1;0;1;50;15;6;1;2;5;13;3;13
22924;Basic Sedan;1;0;1;60;14;7;2;1;3;15;3;5
22965;Luxury Sedan;0;0;1;58;15;8;1;2;0;15;2;8
23004;Luxury Sedan;1;0;1;74;14;8;2;1;0;15;2;6
23016;Pickup Truck;1;0;1;72;14;7;5;1;0;8;2;5
23072;Basic Sedan;0;0;1;50;13;4;1;1;0;11;4;6
23125;SUV;1;0;1;52;16;8;1;2;4;15;2;10
23126;Pickup Truck;1;0;1;73;15;6;1;2;2;15;3;6
23141;SUV;1;0;1;47;18;9;2;3;3;3;1;19
23195;Luxury Sedan;0;0;1;60;15;9;1;3;2;15;4;12
23210;Luxury Sedan;0;0;1;70;18;9;1;2;2;15;3;14
23229;Luxury Sedan;0;0;1;52;14;6;1;1;1;15;1;4
23238;Luxury Sedan;1;7;1;56;15;5;3;2;3;15;5;14
23250;Basic Sedan;1;0;1;59;6;3;2;2;1;15;2;5
23267;Luxury Sedan;1;0;1;80;14;8;1;1;0;15;2;7
23279;Luxury Sedan;1;0;1;75;14;9;1;1;0;15;3;10
23346;SUV;1;1;1;51;15;8;1;3;4;15;2;13
23410;SUV;1;0;1;44;18;9;1;1;4;12;3;19
23413;Luxury Sedan;1;0;1;74;15;8;2;2;0;15;3;14
23444;Luxury Sedan;1;0;1;63;15;9;2;2;1;15;4;15
23654;Pickup Truck;1;0;1;70;12;7;4;1;5;15;3;9
23660;Luxury Sedan;1;0;1;57;15;8;2;1;1;14;4;13
23669;Pickup Truck;1;0;1;68;12;7;5;1;0;9;2;5
23687;Basic Sedan;0;0;1;62;9;6;4;1;2;15;4;7
23734;Luxury Sedan;0;0;1;62;18;9;1;3;1;15;2;17
23998;Luxury Sedan;0;0;1;71;14;8;1;1;2;15;3;9
24061;Luxury Sedan;1;0;1;85;14;9;6;2;0;1;2;17
24098;Luxury Sedan;1;0;1;68;16;9;1;2;1;15;5;17
24115;Basic Sedan;0;0;1;79;4;3;5;3;1;15;3;7
24120;Luxury Sedan;1;0;1;59;15;8;4;3;1;15;5;14
24175;SUV;1;0;1;46;12;5;1;1;4;15;3;8
24256;Basic Sedan;1;0;1;81;13;5;1;1;2;15;1;14
24285;Luxury Sedan;1;0;1;78;14;7;2;3;2;15;3;11
24358;Pickup Truck;1;0;1;54;14;6;1;1;2;15;3;8
24413;Luxury Sedan;1;0;1;48;17;9;1;2;1;11;1;12
24435;Luxury Sedan;1;0;1;36;15;7;1;2;1;7;3;11
24471;Luxury Sedan;1;0;1;56;17;7;1;3;1;8;4;12
24491;Luxury Sedan;0;0;1;60;17;9;9;1;1;15;1;13
24541;Basic Sedan;1;0;1;38;15;5;1;1;2;11;2;8
24552;Basic Sedan;0;0;1;46;14;7;2;2;1;9;2;10
24597;SUV;0;0;2;47;17;8;1;3;3;1;3;14
24607;Basic Sedan;1;0;1;57;14;7;2;1;2;11;5;9
24733;Luxury Sedan;1;0;1;80;17;9;1;1;0;15;2;16
24775;Luxury Sedan;1;0;1;57;15;8;2;2;1;12;3;12
24795;Basic Sedan;1;0;1;65;12;7;2;3;1;15;1;7
24820;Basic Sedan;1;0;2;82;8;6;2;1;1;11;6;5
24829;Pickup Truck;1;0;1;52;14;6;2;1;1;11;3;3
24904;Luxury Sedan;0;0;1;64;15;8;1;2;1;15;4;10
24961;SUV;1;0;1;50;15;8;1;3;3;14;2;14
24982;SUV;1;0;1;48;12;7;1;1;4;15;3;6
25029;Luxury Sedan;1;0;1;42;9;5;1;3;1;4;1;12
25083;Luxury Sedan;1;0;1;76;15;9;1;1;0;15;2;11
25084;SUV;1;0;1;43;16;8;3;2;5;7;2;14
25091;SUV;0;0;1;49;14;4;1;1;5;11;3;8
25104;Basic Sedan;1;0;1;66;11;7;2;1;0;15;3;9
25122;Luxury Sedan;0;0;1;55;12;8;1;1;0;15;1;13
25123;Luxury Sedan;0;0;2;92;15;8;4;2;0;15;3;11
25169;Luxury Sedan;1;0;1;60;14;9;2;2;2;15;4;17
25174;Luxury Sedan;1;0;1;62;15;8;4;2;2;1;4;9
25179;Luxury Sedan;1;0;1;66;15;7;2;1;1;15;2;12
25182;Luxury Sedan;1;0;1;73;17;9;1;2;0;6;3;18
25187;Basic Sedan;1;0;1;71;2;6;1;1;0;15;2;4
25188;Basic Sedan;1;0;1;58;19;9;5;2;4;11;3;19
25212;Basic Sedan;0;0;1;55;9;5;1;2;4;15;1;4
25217;Luxury Sedan;1;0;1;87;14;8;1;2;0;15;2;17
25297;Basic Sedan;1;0;1;66;12;7;1;3;0;9;4;9
25321;Basic Sedan;1;0;1;55;10;2;1;2;0;15;1;8
25356;Luxury Sedan;0;0;1;73;17;9;1;3;1;10;4;15
25390;Luxury Sedan;0;0;1;75;14;8;1;1;0;15;2;9
25394;Luxury Sedan;1;1;1;78;13;9;1;1;1;15;3;5
25415;SUV;1;0;1;53;14;6;3;2;4;6;2;8
25436;Basic Sedan;1;0;1;71;10;5;4;2;2;15;3;10
25451;Basic Sedan;1;0;1;64;14;8;1;3;3;15;4;12
25470;Luxury Sedan;1;0;1;50;14;2;4;1;2;15;2;5
25575;Luxury Sedan;1;0;1;59;15;5;1;1;3;15;4;5
25596;Basic Sedan;1;0;1;55;15;8;1;3;3;15;2;10
25639;Basic Sedan;1;0;1;54;6;1;1;1;1;15;1;11
25643;Luxury Sedan;0;0;1;52;18;8;1;3;2;15;3;13
25687;Luxury Sedan;0;0;1;72;19;9;2;3;2;13;4;19
25715;SUV;1;0;1;39;15;7;1;1;3;13;2;9
25748;Basic Sedan;1;0;1;57;14;4;1;1;2;12;4;10
25860;SUV;1;0;1;49;17;8;1;1;3;15;2;11
25871;Pickup Truck;0;0;1;65;5;2;6;1;2;9;2;3
25915;SUV;1;0;1;53;17;6;3;1;2;15;2;6
25944;Luxury Sedan;1;0;1;70;17;9;4;3;0;15;2;17
26011;Luxury Sedan;0;0;1;65;17;9;1;2;1;15;3;15
26098;Pickup Truck;1;0;1;60;14;7;1;1;1;10;3;6
26152;Basic Sedan;1;0;1;63;11;7;2;2;0;14;4;8
26238;Luxury Sedan;1;0;1;63;12;2;1;2;3;15;4;5
26333;SUV;1;0;1;43;14;4;2;1;4;9;4;5
26334;Luxury Sedan;1;0;1;72;15;9;2;2;0;15;2;8
26372;Basic Sedan;1;3;1;59;14;4;1;3;3;15;3;5
26403;Luxury Sedan;1;1;1;67;13;8;1;1;0;15;1;11
26433;Luxury Sedan;1;0;1;64;10;6;3;1;3;15;2;8
26442;SUV;0;0;1;51;14;5;1;2;5;15;2;12
26457;Luxury Sedan;1;0;1;78;16;9;5;2;3;11;4;17
26495;SUV;1;0;1;57;15;7;3;2;1;14;4;11
26564;Basic Sedan;1;0;1;33;13;1;1;1;1;15;2;5
26569;Basic Sedan;1;0;1;73;13;7;1;2;4;15;3;6
26608;Basic Sedan;1;0;1;68;11;7;4;1;0;15;2;6
26740;Luxury Sedan;0;0;1;66;14;8;1;1;0;15;1;15
26842;Luxury Sedan;0;0;1;58;15;9;1;2;1;12;2;13
26877;Luxury Sedan;1;0;1;59;17;9;2;2;1;3;3;14
26961;Luxury Sedan;0;0;1;74;13;8;2;1;0;15;3;5
26972;Luxury Sedan;1;0;1;89;15;9;6;1;0;15;2;10
26975;SUV;1;0;1;52;17;8;1;2;4;15;2;14
27043;Luxury Sedan;1;0;1;71;15;9;1;3;0;13;4;11
27046;Luxury Sedan;1;0;1;62;18;8;1;1;1;15;4;17
27093;SUV;1;0;1;48;17;8;1;1;4;6;2;14
27125;Luxury Sedan;0;0;1;57;19;8;4;2;1;15;2;12
27193;Basic Sedan;1;0;1;57;14;6;1;1;1;8;3;6
27205;Pickup Truck;1;0;1;53;14;7;7;1;2;9;2;7
27327;Basic Sedan;1;0;1;79;9;1;1;1;0;12;1;6
27391;Pickup Truck;1;0;1;60;15;7;2;2;3;4;4;10
27396;Luxury Sedan;1;0;1;59;18;9;2;2;1;15;3;17
27405;Luxury Sedan;1;0;1;77;18;9;3;3;2;15;3;17
27435;Luxury Sedan;1;0;1;58;15;7;1;2;1;10;2;9
27471;Luxury Sedan;1;0;1;58;15;6;1;1;0;12;3;8
27488;Basic Sedan;1;1;1;63;11;5;9;1;0;15;1;4
27506;Luxury Sedan;0;0;1;76;14;8;2;1;0;12;3;13
27524;Basic Sedan;1;0;1;37;15;7;2;2;2;11;5;11
27536;Luxury Sedan;0;0;1;82;15;8;7;2;2;15;1;15
27619;Basic Sedan;0;0;1;57;15;3;2;2;1;15;1;4
27679;Basic Sedan;1;0;1;57;15;8;1;2;3;13;2;14
27710;Basic Sedan;1;0;1;53;9;1;5;2;2;8;1;7
27731;Luxury Sedan;1;0;1;90;15;9;2;2;0;11;2;9
27801;Luxury Sedan;1;0;1;54;14;9;1;1;2;15;3;12
27815;Luxury Sedan;1;0;1;67;14;8;1;1;2;15;3;8
27822;Luxury Sedan;0;0;1;64;15;9;3;3;2;14;3;15
27846;Luxury Sedan;0;0;1;57;14;9;2;2;1;15;3;17
27880;Basic Sedan;1;0;1;69;15;7;4;1;0;15;3;10
